"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","nwspol","netusoft","netustm","trstplt","trstprt","trstsci","happy","health","medcrgv","gndr","agea","eisced","region","prob","stratum","psu"
"ESS10SCe03_1",10,"3.1","02.11.2023",12030,"AT",1.2913814,3.463118,0.3817861,1.3221704,30,5,600,3,3,9,4,1,10,1,34,7,"AT33",0.00052967854,18,104
"ESS10SCe03_1",10,"3.1","02.11.2023",12034,"AT",0.66631395,0.29270387,0.3817861,0.111750275,110,5,480,2,2,8,3,3,10,1,57,99,"AT31",0.0010265686,105,1260
"ESS10SCe03_1",10,"3.1","02.11.2023",12077,"AT",0.5520741,1.4805068,0.3817861,0.5652369,60,5,720,2,2,9,7,3,10,1,30,7,"AT32",0.001238995,5,318
"ESS10SCe03_1",10,"3.1","02.11.2023",12079,"AT",0.69070166,0.5727907,0.3817861,0.21868353,120,5,60,0,0,3,5,3,9,1,80,3,"AT13",0.0009903219,56,1518
"ESS10SCe03_1",10,"3.1","02.11.2023",12089,"AT",1.3056039,0.9468996,0.3817861,0.3615131,60,5,120,3,2,7,9,2,10,2,60,7,"AT13",0.00052390853,45,418
"ESS10SCe03_1",10,"3.1","02.11.2023",12090,"AT",0.5871483,0.24029408,0.3817861,0.09174094,30,5,60,5,5,7,7,2,10,2,47,5,"AT22",0.0011649816,72,422
"ESS10SCe03_1",10,"3.1","02.11.2023",12127,"AT",2.4375684,1.5790854,0.3817861,0.60287285,30,5,630,6,6,7,8,2,7,2,22,5,"AT13",0.00028061448,29,1666
"ESS10SCe03_1",10,"3.1","02.11.2023",12133,"AT",0.9572266,0.8658159,0.3817861,0.33055648,60,5,360,1,1,7,9,2,10,2,29,6,"AT11",0.0007145821,64,1191
"ESS10SCe03_1",10,"3.1","02.11.2023",12166,"AT",0.61444527,0.46614385,0.3817861,0.17796725,45,5,480,5,6,9,6,2,10,1,35,7,"AT13",0.0011132269,31,806
"ESS10SCe03_1",10,"3.1","02.11.2023",12168,"AT",1.022615,0.85053074,0.3817861,0.32472083,60,5,720,1,3,9,7,3,10,1,999,4,"AT13",0.00066889,12,791
"ESS10SCe03_1",10,"3.1","02.11.2023",12178,"AT",0.8423468,1.8797722,0.3817861,0.7176709,30,5,90,5,0,8,7,2,7,9,999,99,"AT34",0.00081203727,26,1070
"ESS10SCe03_1",10,"3.1","02.11.2023",12195,"AT",0.98824126,0.6564388,0.3817861,0.25061923,60,5,180,0,0,1,10,1,10,2,42,5,"AT13",0.0006921559,37,155
"ESS10SCe03_1",10,"3.1","02.11.2023",12207,"AT",0.5234405,0.22994117,0.3817861,0.08778835,120,1,6666,2,0,7,8,3,10,1,78,3,"AT22",0.0013067713,78,1576
"ESS10SCe03_1",10,"3.1","02.11.2023",12218,"AT",0.3777803,0.15538566,0.3817861,0.05932409,30,1,6666,7,6,8,6,2,7,1,73,5,"AT31",0.0018106212,97,1511
"ESS10SCe03_1",10,"3.1","02.11.2023",12261,"AT",0.84631556,0.40549654,0.3817861,0.15481295,20,5,120,5,6,8,1,1,10,2,31,7,"AT31",0.00080822926,112,640
"ESS10SCe03_1",10,"3.1","02.11.2023",12275,"AT",0.98824126,0.82194155,0.3817861,0.31380588,90,5,360,0,1,8,8,2,10,1,40,3,"AT13",0.0006921559,37,1646
"ESS10SCe03_1",10,"3.1","02.11.2023",12283,"AT",0.5996332,0.5980359,0.3817861,0.22832179,60,2,6666,0,0,4,5,3,9,2,80,3,"AT13",0.0011407257,28,1519
"ESS10SCe03_1",10,"3.1","02.11.2023",12311,"AT",0.47470778,0.30752125,0.3817861,0.117407344,20,5,330,2,1,8,3,2,10,2,31,5,"AT11",0.0014409221,62,811
"ESS10SCe03_1",10,"3.1","02.11.2023",12336,"AT",0.5441817,0.20906457,0.3817861,0.07981795,120,1,6666,1,0,6,6,3,10,2,80,5,"AT21",0.0012569643,90,1603
"ESS10SCe03_1",10,"3.1","02.11.2023",12424,"AT",1.2324293,0.5069134,0.3817861,0.19353251,90,5,480,5,2,8,10,1,8,1,56,7,"AT31",0.0005550152,102,721
"ESS10SCe03_1",10,"3.1","02.11.2023",12437,"AT",1.1749231,0.89134574,0.3817861,0.34030342,90,5,180,6,7,8,8,2,10,1,53,5,"AT13",0.0005821802,30,1870
"ESS10SCe03_1",10,"3.1","02.11.2023",12447,"AT",1.0254709,0.6811684,0.3817861,0.26006064,90,3,6666,5,5,5,5,2,5,2,39,3,"AT12",0.0006670272,50,977
"ESS10SCe03_1",10,"3.1","02.11.2023",12479,"AT",1.4823618,1.4784133,0.3817861,0.5644377,59,2,6666,2,2,10,8,1,10,2,56,5,"AT13",0.00046143727,37,695
"ESS10SCe03_1",10,"3.1","02.11.2023",12522,"AT",0.48851377,0.48721275,0.3817861,0.18601106,10,3,6666,0,0,3,2,4,10,2,60,3,"AT12",0.0014002001,43,1863
"ESS10SCe03_1",10,"3.1","02.11.2023",12531,"AT",1.0113083,0.8411266,0.3817861,0.32113048,60,2,6666,3,3,7,8,2,7,1,999,3,"AT12",0.00067636836,60,1172
"ESS10SCe03_1",10,"3.1","02.11.2023",12557,"AT",1.0240833,0.6634132,0.3817861,0.25328195,15,5,180,1,1,2,8,1,10,2,29,4,"AT12",0.00066793105,58,1927
"ESS10SCe03_1",10,"3.1","02.11.2023",12605,"AT",0.50565416,0.36672968,0.3817861,0.1400123,90,5,240,2,2,2,10,1,10,2,59,5,"AT12",0.0013527367,60,1317
"ESS10SCe03_1",10,"3.1","02.11.2023",12612,"AT",2.7749362,2.1438975,0.3817861,0.8185103,60,5,540,7,5,9,1,2,9,2,51,7,"AT13",0.00024649827,32,1777
"ESS10SCe03_1",10,"3.1","02.11.2023",12623,"AT",0.480703,1.5074315,0.3817861,0.5755164,180,1,6666,2,3,10,7,2,10,2,74,2,"AT11",0.0014229513,68,1355
"ESS10SCe03_1",10,"3.1","02.11.2023",12638,"AT",0.5871483,0.310194,0.3817861,0.11842776,120,1,6666,0,0,0,4,5,0,2,61,5,"AT22",0.0011649816,72,1228
"ESS10SCe03_1",10,"3.1","02.11.2023",12686,"AT",1.0113083,0.8411266,0.3817861,0.32113048,30,5,480,3,3,6,7,3,10,1,54,3,"AT12",0.00067636836,60,1714
"ESS10SCe03_1",10,"3.1","02.11.2023",12711,"AT",1.0883634,0.56513166,0.3817861,0.21575943,100,5,330,4,2,7,8,1,10,1,18,4,"AT21",0.00062848214,90,410
"ESS10SCe03_1",10,"3.1","02.11.2023",12717,"AT",0.7555606,0.3319089,0.3817861,0.12671822,30,5,600,1,3,3,10,1,8,1,65,3,"AT31",0.0009053106,97,1438
"ESS10SCe03_1",10,"3.1","02.11.2023",12720,"AT",0.9986648,0.66336274,0.3817861,0.2532627,30,5,480,3,2,9,8,3,10,2,52,5,"AT12",0.0006849315,48,1742
"ESS10SCe03_1",10,"3.1","02.11.2023",12728,"AT",1.3874681,1.1539874,0.3817861,0.44057637,120,4,240,2,3,7,7,2,10,1,36,4,"AT13",0.00049299654,32,1940
"ESS10SCe03_1",10,"3.1","02.11.2023",12758,"AT",0.8349567,0.36786306,0.3817861,0.14044501,15,5,90,3,3,5,8,1,6,1,53,3,"AT31",0.0008192245,99,538
"ESS10SCe03_1",10,"3.1","02.11.2023",12761,"AT",0.528447,1.6571511,0.3817861,0.6326773,60,5,120,4,4,6,6,2,10,2,88,1,"AT13",0.001294391,36,1468
"ESS10SCe03_1",10,"3.1","02.11.2023",12764,"AT",0.528447,0.38326016,0.3817861,0.14632341,120,5,120,1,2,8,8,2,10,2,55,6,"AT13",0.001294391,36,794
"ESS10SCe03_1",10,"3.1","02.11.2023",12772,"AT",0.45490637,0.94299513,0.3817861,0.36002246,15,5,180,2,1,9,6,2,10,2,41,6,"AT33",0.0015036435,17,1729
"ESS10SCe03_1",10,"3.1","02.11.2023",12781,"AT",1.013695,0.8431118,0.3817861,0.3218884,9999,5,9999,0,1,8,5,1,99,9,999,99,"AT13",0.000674776,38,1106
"ESS10SCe03_1",10,"3.1","02.11.2023",12784,"AT",1.1425477,1.9859102,0.3817861,0.75819296,150,5,420,0,1,6,9,1,10,2,29,3,"AT33",0.0005986769,8,1737
"ESS10SCe03_1",10,"3.1","02.11.2023",12789,"AT",0.89729786,1.5596308,0.3817861,0.5954454,0,5,30,1,2,6,8,3,7,2,32,3,"AT32",0.0007623076,4,51
"ESS10SCe03_1",10,"3.1","02.11.2023",12838,"AT",1.1992664,1.1960717,0.3817861,0.45664358,120,5,540,5,5,8,7,1,8,2,60,5,"AT13",0.00057036284,28,1071
"ESS10SCe03_1",10,"3.1","02.11.2023",12851,"AT",1.056894,0.82065135,0.3817861,0.3133133,90,5,150,6,6,9,5,3,5,1,66,7,"AT13",0.0006471955,36,984
"ESS10SCe03_1",10,"3.1","02.11.2023",12863,"AT",1.5673647,3.1903844,0.3817861,1.2180445,120,5,420,4,4,5,8,4,9,1,54,7,"AT34",0.00043641217,25,10
"ESS10SCe03_1",10,"3.1","02.11.2023",12882,"AT",0.60737973,0.44050688,0.3817861,0.16817941,60,4,40,4,5,5,7,2,8,2,78,5,"AT13",0.0011261768,33,890
"ESS10SCe03_1",10,"3.1","02.11.2023",12896,"AT",0.42301053,3.5591674,0.3817861,1.3588407,60,9,9999,10,10,10,0,4,0,2,66,1,"AT32",0.0016170212,118,1280
"ESS10SCe03_1",10,"3.1","02.11.2023",12941,"AT",0.8216196,1.3648208,0.3817861,0.52106965,150,3,6666,7,7,9,9,2,10,2,79,2,"AT31",0.00083252275,102,426
"ESS10SCe03_1",10,"3.1","02.11.2023",12942,"AT",0.7496826,0.3293265,0.3817861,0.12573229,60,3,6666,2,2,5,8,3,5,1,71,3,"AT31",0.00091240875,106,1225
"ESS10SCe03_1",10,"3.1","02.11.2023",12950,"AT",1.1079152,4,0.3817861,1.5271444,30,4,40,5,99,5,8,2,99,2,56,2,"AT34",0.00061739114,19,1902
"ESS10SCe03_1",10,"3.1","02.11.2023",12966,"AT",1.168301,1.1677006,0.3817861,0.4458119,120,5,720,4,3,9,8,1,10,1,32,6,"AT13",0.00058548007,35,1635
"ESS10SCe03_1",10,"3.1","02.11.2023",13081,"AT",1.129806,0.38770068,0.3817861,0.14801873,120,5,270,2,4,10,3,2,8,2,18,4,"AT31",0.0006054287,101,1504
"ESS10SCe03_1",10,"3.1","02.11.2023",13091,"AT",1.4868103,0.6550547,0.3817861,0.25009078,20,2,6666,3,3,8,3,2,5,1,54,3,"AT22",0.00046005668,76,455
"ESS10SCe03_1",10,"3.1","02.11.2023",13095,"AT",0.89729786,2.4011228,0.3817861,0.9167154,20,4,10,3,3,9,8,4,10,2,64,3,"AT32",0.0007623076,4,836
"ESS10SCe03_1",10,"3.1","02.11.2023",13125,"AT",0.83871,1.4947877,0.3817861,0.5706892,30,4,30,0,0,2,9,1,10,2,41,3,"AT33",0.00081555836,16,1485
"ESS10SCe03_1",10,"3.1","02.11.2023",13144,"AT",1.1883165,0.9180852,0.3817861,0.3505122,7,5,120,3,0,5,8,1,9,2,36,7,"AT13",0.0005756185,23,633
"ESS10SCe03_1",10,"3.1","02.11.2023",13242,"AT",1.0393327,1.8523467,0.3817861,0.7072002,90,5,180,0,0,10,10,1,10,2,43,3,"AT33",0.0006581309,10,1842
